,Voter Deletion,Minimal Flips,Ballot Completion,Minimal Swaps,Forbidden Triples
109,1.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0
111,9.0,1.0,9.0,9.0,9.0
112,2.0,3.0,0.0,3.0,3.0
113,1.0,7.0,0.0,0.0,0.0
114,3.0,7.0,3.0,3.0,3.0
115,1.0,1.0,0.0,0.0,0.0
116,8.0,6.0,8.0,5.0,8.0
117,1.0,1.0,1.0,1.0,1.0
118,9.0,6.0,1.0,5.0,10.0
119,7.0,4.0,2.0,2.0,6.0
120,2.0,0.0,2.0,1.0,1.0
121,7.0,8.0,6.0,8.0,8.0
122,5.0,7.0,3.0,3.0,10.0
123,8.0,3.0,7.0,3.0,3.0
124,5.0,10.0,0.0,10.0,10.0
125,2.0,2.0,2.0,2.0,2.0
126,0.0,0.0,0.0,0.0,0.0
127,1.0,1.0,1.0,0.0,1.0
128,8.0,8.0,9.0,7.0,8.0
129,7.0,8.0,5.0,0.0,10.0
130,1.0,1.0,1.0,1.0,0.0
131,6.0,3.0,3.0,5.0,6.0
132,1.0,2.0,1.0,0.0,1.0
133,6.0,3.0,3.0,3.0,0.0
134,5.0,5.0,5.0,5.0,5.0
135,6.0,6.0,6.0,7.0,7.0
136,4.0,4.0,3.0,4.0,4.0
137,2.0,2.0,0.0,1.0,1.0
138,7.0,8.0,8.0,9.0,10.0
139,5.0,5.0,5.0,4.0,4.0
140,0.0,0.0,0.0,0.0,0.0
141,3.0,1.0,4.0,2.0,2.0
142,1.0,1.0,2.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0
144,0.0,3.0,0.0,0.0,0.0
145,2.0,5.0,3.0,3.0,3.0
146,1.0,0.0,1.0,2.0,0.0
147,6.0,7.0,7.0,8.0,8.0
148,3.0,3.0,2.0,2.0,2.0
149,6.0,4.0,4.0,2.0,1.0
150,0.0,0.0,0.0,0.0,0.0
151,0.0,0.0,1.0,0.0,0.0
152,5.0,2.0,0.0,1.0,0.0
153,3.0,5.0,0.0,0.0,0.0
154,9.0,9.0,9.0,9.0,7.0
155,2.0,7.0,9.0,9.0,9.0
156,5.0,4.0,5.0,5.0,5.0
157,1.0,1.0,1.0,1.0,1.0
158,1.0,6.0,6.0,5.0,6.0
159,2.0,1.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,0.0
162,1.0,0.0,0.0,1.0,1.0
163,1.0,4.0,7.0,6.0,6.0
164,2.0,5.0,2.0,6.0,3.0
165,0.0,6.0,1.0,7.0,7.0
166,9.0,10.0,7.0,10.0,10.0
167,1.0,1.0,1.0,1.0,1.0
168,0.0,0.0,0.0,2.0,2.0
169,3.0,1.0,3.0,3.0,1.0
170,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,1.0,1.0,1.0
172,1.0,0.0,0.0,1.0,1.0
173,6.0,4.0,3.0,3.0,4.0
174,6.0,5.0,9.0,9.0,5.0
175,1.0,0.0,1.0,0.0,5.0
176,6.0,1.0,6.0,5.0,0.0
177,2.0,4.0,1.0,2.0,2.0
178,2.0,0.0,0.0,0.0,0.0
179,1.0,0.0,0.0,0.0,0.0
180,1.0,1.0,7.0,7.0,2.0
181,1.0,2.0,2.0,2.0,2.0
182,7.0,3.0,7.0,3.0,2.0
183,2.0,1.0,0.0,0.0,1.0
184,8.0,6.0,7.0,8.0,8.0
185,0.0,0.0,0.0,0.0,0.0
186,0.0,1.0,10.0,1.0,2.0
187,1.0,0.0,0.0,0.0,0.0
188,9.0,10.0,6.0,6.0,6.0
189,7.0,7.0,8.0,10.0,8.0
190,1.0,1.0,1.0,1.0,1.0
191,2.0,4.0,9.0,9.0,9.0
192,1.0,4.0,3.0,4.0,1.0
193,1.0,3.0,2.0,3.0,2.0
194,0.0,1.0,0.0,1.0,0.0
195,8.0,8.0,7.0,7.0,8.0
196,5.0,0.0,0.0,1.0,5.0
197,2.0,0.0,0.0,1.0,0.0
198,10.0,0.0,0.0,1.0,9.0
199,2.0,2.0,8.0,1.0,1.0
200,0.0,0.0,0.0,0.0,0.0
201,2.0,1.0,1.0,1.0,1.0
202,4.0,2.0,1.0,1.0,1.0
203,10.0,1.0,1.0,1.0,1.0
204,0.0,0.0,8.0,6.0,6.0
205,1.0,2.0,5.0,6.0,5.0
206,6.0,0.0,3.0,1.0,1.0
207,1.0,0.0,0.0,0.0,1.0
208,5.0,1.0,5.0,2.0,1.0
209,9.0,9.0,10.0,8.0,10.0
210,5.0,1.0,1.0,0.0,0.0
211,10.0,1.0,1.0,6.0,6.0
212,2.0,1.0,1.0,1.0,2.0
213,5.0,5.0,0.0,0.0,0.0
214,10.0,9.0,9.0,9.0,2.0
215,3.0,9.0,9.0,3.0,10.0
216,1.0,0.0,1.0,0.0,0.0
217,9.0,8.0,9.0,9.0,9.0
218,7.0,7.0,2.0,9.0,8.0
219,1.0,1.0,1.0,1.0,1.0
220,2.0,2.0,2.0,2.0,2.0
221,5.0,5.0,0.0,2.0,1.0
222,1.0,0.0,0.0,0.0,0.0
223,2.0,1.0,4.0,2.0,2.0
224,6.0,6.0,6.0,6.0,7.0
225,6.0,7.0,0.0,6.0,7.0
226,7.0,7.0,0.0,0.0,8.0
227,2.0,0.0,1.0,2.0,1.0
228,7.0,4.0,8.0,7.0,7.0
229,9.0,6.0,6.0,6.0,6.0
230,1.0,1.0,1.0,0.0,0.0
231,9.0,0.0,2.0,0.0,1.0
232,7.0,1.0,7.0,1.0,1.0
233,1.0,6.0,9.0,8.0,8.0
234,1.0,1.0,1.0,1.0,1.0
235,2.0,2.0,3.0,4.0,4.0
236,1.0,9.0,1.0,3.0,4.0
237,0.0,1.0,0.0,1.0,1.0
238,1.0,0.0,0.0,1.0,1.0
239,0.0,6.0,0.0,0.0,0.0
240,6.0,2.0,2.0,2.0,2.0
241,1.0,1.0,1.0,1.0,1.0
242,3.0,1.0,1.0,1.0,1.0
243,3.0,3.0,4.0,4.0,0.0
244,2.0,1.0,3.0,1.0,1.0
245,3.0,6.0,3.0,7.0,3.0
246,10.0,4.0,4.0,3.0,4.0
247,0.0,1.0,5.0,5.0,4.0
248,0.0,1.0,1.0,1.0,1.0
249,6.0,6.0,0.0,6.0,6.0
250,8.0,7.0,1.0,0.0,9.0
251,2.0,7.0,8.0,8.0,8.0
252,0.0,0.0,0.0,0.0,0.0
253,6.0,0.0,1.0,1.0,0.0
254,4.0,6.0,4.0,6.0,6.0
255,4.0,5.0,4.0,4.0,4.0
256,2.0,5.0,6.0,2.0,2.0
257,5.0,1.0,5.0,4.0,4.0
258,2.0,2.0,0.0,0.0,0.0
259,6.0,0.0,1.0,0.0,0.0
260,2.0,1.0,1.0,1.0,1.0
261,6.0,9.0,6.0,9.0,9.0
262,8.0,5.0,6.0,7.0,5.0
263,1.0,1.0,7.0,8.0,8.0
264,1.0,1.0,1.0,1.0,1.0
265,8.0,3.0,4.0,5.0,4.0
266,0.0,0.0,0.0,0.0,0.0
267,0.0,0.0,2.0,3.0,3.0
268,4.0,4.0,0.0,0.0,0.0
269,5.0,2.0,3.0,1.0,1.0
270,4.0,10.0,1.0,0.0,0.0
271,6.0,6.0,5.0,3.0,2.0
272,0.0,0.0,0.0,0.0,0.0
273,5.0,4.0,4.0,4.0,4.0
274,3.0,1.0,1.0,1.0,1.0
275,0.0,0.0,0.0,1.0,0.0
276,4.0,3.0,7.0,3.0,3.0
277,9.0,10.0,5.0,3.0,3.0
278,1.0,1.0,1.0,1.0,1.0
279,4.0,2.0,0.0,1.0,1.0
280,3.0,9.0,3.0,3.0,3.0
281,4.0,9.0,2.0,7.0,7.0
282,8.0,6.0,7.0,6.0,6.0
283,2.0,5.0,1.0,1.0,1.0
284,0.0,2.0,1.0,1.0,2.0
285,1.0,2.0,1.0,3.0,3.0
286,8.0,3.0,4.0,1.0,3.0
287,0.0,0.0,1.0,1.0,1.0
288,6.0,0.0,3.0,1.0,3.0
289,8.0,7.0,7.0,6.0,6.0
290,0.0,2.0,3.0,1.0,1.0
291,5.0,1.0,4.0,4.0,0.0
292,6.0,0.0,2.0,1.0,1.0
293,6.0,4.0,10.0,8.0,10.0
294,1.0,1.0,1.0,1.0,1.0
295,3.0,1.0,4.0,1.0,2.0
296,0.0,0.0,0.0,0.0,0.0
297,3.0,3.0,3.0,3.0,4.0
298,5.0,1.0,5.0,5.0,4.0
299,6.0,3.0,4.0,4.0,5.0
300,6.0,6.0,7.0,6.0,6.0
301,2.0,0.0,8.0,1.0,1.0
302,3.0,3.0,4.0,3.0,6.0
303,6.0,10.0,1.0,10.0,10.0
304,4.0,9.0,4.0,3.0,4.0
305,5.0,0.0,5.0,0.0,0.0
306,1.0,1.0,1.0,1.0,1.0
307,1.0,6.0,7.0,7.0,7.0
308,7.0,5.0,9.0,7.0,1.0
309,4.0,4.0,4.0,4.0,3.0
310,0.0,6.0,0.0,0.0,9.0
311,2.0,3.0,3.0,1.0,2.0
312,2.0,6.0,7.0,4.0,4.0
313,5.0,5.0,4.0,4.0,5.0
314,1.0,0.0,0.0,1.0,0.0
315,2.0,2.0,2.0,3.0,3.0
316,3.0,0.0,1.0,1.0,1.0
317,0.0,6.0,0.0,0.0,0.0
318,6.0,0.0,0.0,0.0,0.0
319,2.0,3.0,1.0,0.0,1.0
320,2.0,2.0,1.0,1.0,2.0
321,3.0,1.0,5.0,1.0,2.0
322,6.0,0.0,0.0,0.0,0.0
323,5.0,6.0,5.0,1.0,0.0
324,1.0,2.0,0.0,0.0,1.0
325,0.0,0.0,0.0,1.0,0.0
326,8.0,7.0,8.0,7.0,7.0
327,0.0,2.0,0.0,1.0,0.0
328,1.0,6.0,6.0,4.0,5.0
329,3.0,7.0,0.0,1.0,7.0
330,3.0,3.0,3.0,2.0,3.0
331,0.0,1.0,0.0,0.0,0.0
332,1.0,0.0,1.0,1.0,0.0
333,2.0,2.0,2.0,7.0,0.0
334,9.0,9.0,10.0,10.0,10.0
335,1.0,1.0,3.0,0.0,4.0
336,9.0,9.0,5.0,6.0,7.0
337,1.0,0.0,0.0,0.0,0.0
338,8.0,7.0,7.0,7.0,7.0
339,10.0,4.0,1.0,10.0,1.0
340,8.0,2.0,2.0,2.0,1.0
341,1.0,1.0,1.0,0.0,0.0
342,7.0,6.0,7.0,6.0,7.0
343,0.0,2.0,0.0,1.0,0.0
344,2.0,2.0,0.0,0.0,0.0
345,0.0,0.0,1.0,1.0,0.0
346,8.0,1.0,1.0,1.0,1.0
347,7.0,7.0,8.0,8.0,9.0
348,1.0,1.0,3.0,5.0,6.0
349,9.0,3.0,2.0,2.0,2.0
350,4.0,7.0,2.0,2.0,2.0
351,0.0,1.0,0.0,1.0,1.0
352,1.0,4.0,1.0,7.0,3.0
353,1.0,4.0,0.0,1.0,0.0
354,3.0,1.0,1.0,0.0,1.0
355,1.0,0.0,3.0,1.0,5.0
356,5.0,0.0,0.0,0.0,0.0
357,2.0,5.0,2.0,6.0,4.0
358,6.0,3.0,5.0,1.0,2.0
359,6.0,0.0,3.0,1.0,3.0
360,4.0,4.0,4.0,4.0,5.0
361,3.0,7.0,2.0,1.0,4.0
362,6.0,8.0,5.0,4.0,5.0
363,6.0,1.0,1.0,1.0,0.0
364,1.0,0.0,0.0,0.0,0.0
365,6.0,7.0,8.0,9.0,9.0
366,5.0,6.0,7.0,6.0,5.0
367,0.0,0.0,0.0,0.0,0.0
368,1.0,1.0,0.0,1.0,1.0
369,3.0,4.0,2.0,9.0,2.0
370,3.0,2.0,2.0,1.0,1.0
371,1.0,2.0,2.0,3.0,3.0
372,0.0,0.0,0.0,0.0,1.0
373,6.0,4.0,4.0,5.0,4.0
374,9.0,8.0,9.0,9.0,9.0
375,1.0,1.0,1.0,1.0,1.0
376,1.0,1.0,0.0,1.0,2.0
377,7.0,10.0,6.0,10.0,10.0
378,1.0,0.0,1.0,1.0,1.0
379,1.0,7.0,4.0,6.0,6.0
380,6.0,6.0,10.0,7.0,7.0
381,6.0,2.0,2.0,7.0,2.0
382,2.0,1.0,0.0,0.0,0.0
383,2.0,7.0,1.0,1.0,1.0
384,9.0,7.0,2.0,1.0,7.0
385,0.0,0.0,0.0,0.0,1.0
386,0.0,0.0,0.0,0.0,0.0
387,0.0,1.0,0.0,2.0,2.0
388,1.0,2.0,1.0,0.0,0.0
389,1.0,0.0,6.0,6.0,0.0
390,1.0,3.0,0.0,1.0,1.0
391,2.0,2.0,2.0,1.0,1.0
392,3.0,2.0,1.0,1.0,2.0
393,1.0,1.0,1.0,2.0,1.0
394,9.0,4.0,9.0,5.0,8.0
395,1.0,0.0,2.0,6.0,1.0
396,9.0,0.0,2.0,4.0,1.0
397,4.0,4.0,4.0,3.0,3.0
398,0.0,1.0,0.0,0.0,1.0
399,0.0,0.0,3.0,4.0,1.0
400,5.0,8.0,8.0,10.0,9.0
401,7.0,0.0,0.0,0.0,0.0
402,0.0,0.0,3.0,2.0,2.0
403,8.0,8.0,7.0,2.0,8.0
404,3.0,3.0,2.0,4.0,3.0
405,4.0,2.0,2.0,2.0,5.0
406,5.0,1.0,2.0,1.0,1.0
407,0.0,0.0,1.0,1.0,0.0
408,2.0,4.0,1.0,3.0,5.0
409,7.0,4.0,6.0,6.0,6.0
410,0.0,0.0,0.0,0.0,0.0
411,7.0,2.0,1.0,1.0,0.0
412,3.0,0.0,1.0,0.0,0.0
413,2.0,3.0,3.0,4.0,3.0
414,3.0,4.0,0.0,2.0,2.0
415,0.0,1.0,0.0,0.0,0.0
416,0.0,0.0,1.0,1.0,0.0
417,0.0,0.0,0.0,0.0,3.0
418,2.0,0.0,6.0,9.0,10.0
419,6.0,7.0,3.0,9.0,9.0
420,5.0,0.0,5.0,10.0,10.0
421,1.0,2.0,0.0,0.0,0.0
422,5.0,8.0,1.0,1.0,2.0
423,6.0,8.0,7.0,7.0,8.0
424,2.0,8.0,3.0,3.0,2.0
425,8.0,8.0,8.0,8.0,8.0
426,2.0,0.0,1.0,0.0,0.0
427,6.0,4.0,8.0,8.0,2.0
428,0.0,1.0,1.0,1.0,1.0
429,6.0,6.0,1.0,0.0,0.0
430,2.0,2.0,2.0,2.0,2.0
431,1.0,4.0,0.0,0.0,0.0
432,0.0,0.0,6.0,0.0,0.0
433,7.0,1.0,7.0,7.0,7.0
434,4.0,5.0,7.0,6.0,5.0
435,9.0,9.0,9.0,2.0,0.0
436,1.0,6.0,7.0,7.0,6.0
437,3.0,3.0,3.0,1.0,2.0
438,8.0,3.0,8.0,9.0,5.0
439,4.0,6.0,2.0,2.0,2.0
440,1.0,0.0,0.0,0.0,0.0
441,6.0,9.0,0.0,8.0,8.0
442,3.0,3.0,3.0,2.0,3.0
443,6.0,6.0,10.0,6.0,10.0
444,4.0,8.0,2.0,3.0,3.0
445,5.0,1.0,6.0,1.0,6.0
446,1.0,1.0,0.0,1.0,1.0
447,3.0,1.0,3.0,2.0,2.0
448,4.0,1.0,0.0,0.0,0.0
449,7.0,0.0,7.0,1.0,7.0
450,0.0,1.0,0.0,0.0,1.0
451,6.0,4.0,3.0,0.0,2.0
452,5.0,1.0,0.0,1.0,0.0
453,8.0,5.0,5.0,5.0,5.0
454,6.0,6.0,3.0,3.0,3.0
455,3.0,3.0,3.0,3.0,0.0
456,4.0,5.0,3.0,3.0,3.0
457,2.0,2.0,2.0,9.0,1.0
458,8.0,9.0,5.0,8.0,7.0
459,6.0,6.0,7.0,6.0,6.0
460,5.0,7.0,8.0,8.0,7.0
461,0.0,1.0,0.0,0.0,0.0
462,6.0,10.0,6.0,9.0,10.0
463,7.0,0.0,1.0,0.0,0.0
464,2.0,5.0,0.0,1.0,2.0
465,9.0,9.0,9.0,9.0,8.0
466,4.0,0.0,3.0,0.0,0.0
467,0.0,3.0,1.0,1.0,1.0
468,9.0,9.0,5.0,8.0,8.0
469,1.0,5.0,0.0,3.0,1.0
470,1.0,0.0,0.0,0.0,0.0
471,0.0,0.0,0.0,0.0,0.0
472,9.0,2.0,2.0,2.0,2.0
473,0.0,0.0,1.0,1.0,1.0
474,10.0,4.0,5.0,3.0,4.0
475,2.0,2.0,6.0,1.0,1.0
476,0.0,2.0,7.0,8.0,2.0
477,5.0,2.0,0.0,0.0,0.0
478,4.0,1.0,4.0,0.0,0.0
479,1.0,1.0,7.0,1.0,1.0
480,8.0,8.0,10.0,10.0,9.0
481,8.0,4.0,4.0,3.0,4.0
482,0.0,1.0,0.0,0.0,0.0
483,1.0,0.0,9.0,9.0,1.0
484,0.0,1.0,2.0,1.0,1.0
485,2.0,1.0,2.0,1.0,1.0
486,1.0,1.0,0.0,1.0,5.0
487,7.0,10.0,4.0,5.0,10.0
488,0.0,1.0,1.0,1.0,1.0
489,0.0,0.0,0.0,0.0,0.0
490,3.0,0.0,2.0,0.0,0.0
491,2.0,0.0,1.0,1.0,1.0
492,4.0,3.0,6.0,7.0,3.0
493,2.0,2.0,3.0,0.0,1.0
494,3.0,2.0,2.0,2.0,2.0
495,9.0,2.0,1.0,1.0,1.0
496,9.0,7.0,8.0,8.0,8.0
497,0.0,0.0,1.0,0.0,0.0
498,2.0,0.0,1.0,1.0,1.0
499,1.0,2.0,6.0,2.0,3.0
500,7.0,9.0,5.0,10.0,8.0
501,9.0,0.0,0.0,0.0,0.0
502,1.0,1.0,1.0,0.0,0.0
503,7.0,3.0,1.0,0.0,0.0
504,10.0,8.0,1.0,1.0,2.0
505,2.0,2.0,3.0,3.0,2.0
506,4.0,1.0,3.0,2.0,3.0
507,6.0,0.0,0.0,2.0,0.0
508,1.0,1.0,0.0,0.0,0.0
509,1.0,0.0,0.0,0.0,0.0
510,4.0,1.0,3.0,1.0,1.0
511,5.0,0.0,1.0,0.0,0.0
512,1.0,2.0,6.0,2.0,2.0
513,10.0,9.0,9.0,9.0,9.0
514,2.0,0.0,0.0,0.0,1.0
515,0.0,2.0,0.0,3.0,10.0
516,5.0,4.0,4.0,1.0,1.0
517,7.0,6.0,0.0,1.0,5.0
518,0.0,0.0,0.0,0.0,0.0
519,0.0,0.0,2.0,0.0,0.0
520,3.0,1.0,2.0,2.0,4.0
521,4.0,0.0,2.0,0.0,0.0
522,0.0,0.0,0.0,0.0,0.0
523,4.0,3.0,4.0,1.0,2.0
524,0.0,0.0,0.0,2.0,0.0
525,1.0,1.0,1.0,1.0,0.0
526,0.0,1.0,5.0,6.0,1.0
527,1.0,1.0,0.0,0.0,1.0
528,1.0,0.0,0.0,0.0,0.0
529,4.0,3.0,3.0,4.0,1.0
530,4.0,10.0,10.0,10.0,10.0
531,3.0,3.0,2.0,9.0,2.0
532,9.0,5.0,2.0,0.0,0.0
533,1.0,0.0,5.0,1.0,1.0
534,7.0,1.0,1.0,1.0,1.0
535,3.0,1.0,2.0,2.0,2.0
536,1.0,0.0,0.0,0.0,0.0
537,5.0,0.0,3.0,3.0,3.0
538,0.0,0.0,1.0,1.0,1.0
539,1.0,1.0,0.0,1.0,1.0
540,0.0,0.0,0.0,0.0,0.0
541,7.0,7.0,0.0,0.0,10.0
542,0.0,0.0,0.0,0.0,0.0
543,6.0,6.0,5.0,5.0,6.0
544,5.0,9.0,8.0,10.0,10.0
545,6.0,1.0,2.0,1.0,2.0
546,2.0,5.0,0.0,2.0,0.0
547,0.0,0.0,0.0,0.0,0.0
548,3.0,10.0,8.0,10.0,10.0
549,5.0,8.0,8.0,9.0,8.0
550,1.0,0.0,0.0,0.0,0.0
551,4.0,2.0,2.0,2.0,2.0
552,2.0,0.0,1.0,0.0,0.0
553,6.0,5.0,5.0,6.0,5.0
554,7.0,0.0,1.0,0.0,0.0
555,7.0,2.0,3.0,0.0,0.0
556,0.0,0.0,0.0,0.0,0.0
557,2.0,4.0,2.0,4.0,2.0
558,4.0,4.0,4.0,4.0,5.0
559,4.0,7.0,4.0,5.0,6.0
560,3.0,1.0,1.0,1.0,1.0
561,1.0,7.0,2.0,2.0,1.0
562,4.0,2.0,2.0,0.0,3.0
563,1.0,1.0,0.0,0.0,0.0
564,2.0,3.0,3.0,5.0,0.0
565,8.0,0.0,0.0,1.0,1.0
566,1.0,1.0,0.0,0.0,0.0
567,2.0,2.0,2.0,1.0,1.0
568,1.0,4.0,1.0,1.0,1.0
569,1.0,1.0,1.0,2.0,2.0
570,5.0,10.0,3.0,4.0,4.0
571,1.0,1.0,1.0,1.0,1.0
572,3.0,2.0,3.0,2.0,2.0
573,2.0,3.0,5.0,6.0,6.0
574,2.0,10.0,1.0,0.0,10.0
575,5.0,5.0,1.0,1.0,1.0
576,7.0,8.0,7.0,9.0,2.0
577,10.0,10.0,8.0,7.0,10.0
578,10.0,0.0,1.0,2.0,2.0
579,0.0,0.0,0.0,0.0,0.0
580,0.0,0.0,0.0,0.0,0.0
581,0.0,2.0,3.0,5.0,2.0
582,1.0,1.0,0.0,0.0,0.0
583,5.0,5.0,6.0,6.0,6.0
584,10.0,8.0,9.0,8.0,8.0
585,0.0,0.0,6.0,4.0,3.0
586,3.0,3.0,1.0,1.0,2.0
587,4.0,2.0,3.0,2.0,2.0
588,1.0,1.0,1.0,1.0,1.0
589,0.0,0.0,3.0,0.0,0.0
590,7.0,6.0,6.0,6.0,6.0
591,6.0,0.0,0.0,0.0,0.0
592,7.0,4.0,6.0,6.0,6.0
593,1.0,2.0,1.0,0.0,1.0
594,2.0,5.0,9.0,0.0,10.0
595,1.0,4.0,1.0,2.0,2.0
596,2.0,2.0,1.0,1.0,0.0
597,5.0,4.0,4.0,4.0,4.0
598,0.0,0.0,1.0,1.0,2.0
599,7.0,0.0,0.0,2.0,2.0
600,2.0,0.0,1.0,0.0,0.0
601,0.0,0.0,5.0,0.0,0.0
602,1.0,3.0,8.0,7.0,7.0
603,2.0,5.0,4.0,4.0,4.0
604,10.0,5.0,4.0,6.0,5.0
605,1.0,3.0,0.0,0.0,0.0
606,0.0,0.0,6.0,2.0,3.0
607,10.0,0.0,7.0,7.0,2.0
608,0.0,1.0,1.0,0.0,0.0
609,10.0,9.0,8.0,5.0,1.0
610,9.0,6.0,3.0,4.0,3.0
611,0.0,2.0,2.0,2.0,2.0
612,5.0,10.0,1.0,2.0,4.0
613,9.0,2.0,8.0,8.0,9.0
614,1.0,3.0,1.0,0.0,0.0
615,2.0,0.0,1.0,1.0,0.0
616,6.0,10.0,6.0,9.0,9.0
617,0.0,0.0,0.0,0.0,0.0
618,0.0,4.0,1.0,2.0,1.0
619,1.0,1.0,4.0,1.0,0.0
620,1.0,1.0,1.0,1.0,1.0
621,1.0,1.0,0.0,0.0,0.0
622,4.0,5.0,3.0,6.0,8.0
623,8.0,7.0,7.0,7.0,7.0
624,5.0,1.0,5.0,2.0,3.0
625,4.0,4.0,5.0,6.0,6.0
626,3.0,1.0,1.0,1.0,3.0
627,10.0,4.0,5.0,5.0,6.0
628,9.0,3.0,9.0,3.0,9.0
629,2.0,4.0,3.0,3.0,4.0
630,8.0,2.0,1.0,2.0,2.0
631,3.0,6.0,1.0,2.0,1.0
