,Voter Deletion,Minimal Flips,Ballot Completion,Minimal Swaps,Forbidden Triples
107,0.0,0.0,0.0,0.0,0.0
108,2.0,2.0,2.0,1.0,2.0
109,1.0,1.0,0.0,0.0,1.0
110,3.0,2.0,0.0,0.0,1.0
111,0.0,0.0,0.0,0.0,0.0
112,0.0,1.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0
114,1.0,0.0,0.0,1.0,1.0
115,2.0,6.0,0.0,0.0,0.0
116,1.0,1.0,1.0,1.0,1.0
117,2.0,2.0,2.0,1.0,2.0
118,2.0,1.0,1.0,1.0,1.0
119,1.0,1.0,1.0,1.0,1.0
120,1.0,1.0,1.0,1.0,1.0
121,1.0,2.0,2.0,2.0,1.0
122,1.0,1.0,2.0,2.0,2.0
123,2.0,2.0,0.0,1.0,1.0
124,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0
126,2.0,2.0,1.0,0.0,1.0
127,1.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,1.0,0.0
130,1.0,2.0,1.0,1.0,2.0
131,2.0,2.0,0.0,0.0,1.0
132,1.0,1.0,1.0,1.0,0.0
133,0.0,0.0,0.0,0.0,0.0
134,1.0,2.0,1.0,0.0,0.0
135,0.0,2.0,0.0,0.0,0.0
136,3.0,1.0,1.0,1.0,1.0
137,0.0,0.0,0.0,0.0,0.0
138,1.0,1.0,0.0,0.0,1.0
139,1.0,1.0,1.0,1.0,1.0
140,0.0,0.0,2.0,0.0,0.0
141,0.0,1.0,0.0,1.0,1.0
142,2.0,2.0,1.0,1.0,1.0
143,3.0,3.0,2.0,3.0,3.0
144,2.0,2.0,2.0,1.0,1.0
145,2.0,2.0,2.0,2.0,2.0
146,3.0,10.0,2.0,2.0,6.0
147,0.0,0.0,0.0,0.0,0.0
148,3.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,0.0
150,2.0,1.0,0.0,0.0,0.0
151,4.0,8.0,0.0,0.0,0.0
152,1.0,0.0,0.0,0.0,0.0
153,1.0,0.0,2.0,2.0,0.0
154,1.0,0.0,0.0,1.0,0.0
155,4.0,2.0,0.0,0.0,1.0
156,0.0,1.0,1.0,3.0,3.0
157,3.0,4.0,1.0,1.0,1.0
158,1.0,2.0,1.0,1.0,1.0
159,1.0,1.0,0.0,1.0,4.0
160,0.0,0.0,0.0,0.0,0.0
161,2.0,2.0,0.0,0.0,0.0
162,0.0,0.0,0.0,0.0,0.0
163,1.0,2.0,1.0,1.0,1.0
164,2.0,1.0,2.0,2.0,1.0
165,3.0,1.0,0.0,0.0,0.0
166,1.0,1.0,0.0,0.0,0.0
167,2.0,3.0,0.0,0.0,1.0
168,1.0,0.0,0.0,0.0,0.0
169,2.0,2.0,2.0,2.0,1.0
170,1.0,1.0,1.0,0.0,0.0
171,3.0,3.0,1.0,2.0,2.0
172,0.0,0.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0,0.0
175,0.0,1.0,1.0,0.0,0.0
176,2.0,2.0,1.0,1.0,1.0
177,3.0,0.0,2.0,1.0,0.0
178,4.0,1.0,1.0,1.0,1.0
179,0.0,0.0,0.0,0.0,0.0
180,9.0,6.0,8.0,6.0,1.0
181,0.0,0.0,2.0,2.0,0.0
182,2.0,1.0,1.0,0.0,0.0
183,1.0,2.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.0,0.0
185,2.0,3.0,2.0,2.0,2.0
186,3.0,2.0,1.0,1.0,0.0
187,2.0,2.0,0.0,2.0,2.0
188,3.0,2.0,2.0,2.0,2.0
189,4.0,2.0,1.0,1.0,0.0
190,1.0,1.0,1.0,1.0,0.0
191,0.0,0.0,0.0,0.0,1.0
192,1.0,0.0,0.0,0.0,0.0
193,1.0,1.0,1.0,0.0,0.0
194,1.0,2.0,0.0,0.0,0.0
195,1.0,0.0,0.0,0.0,1.0
196,2.0,1.0,1.0,1.0,1.0
197,1.0,1.0,0.0,0.0,0.0
198,0.0,0.0,0.0,0.0,0.0
199,0.0,1.0,0.0,0.0,0.0
200,1.0,1.0,0.0,0.0,0.0
201,2.0,2.0,1.0,1.0,1.0
202,1.0,1.0,0.0,0.0,0.0
203,1.0,0.0,1.0,1.0,1.0
204,1.0,1.0,1.0,0.0,1.0
205,1.0,1.0,0.0,0.0,0.0
206,1.0,1.0,1.0,1.0,1.0
207,1.0,3.0,1.0,1.0,1.0
208,6.0,6.0,2.0,8.0,6.0
209,1.0,1.0,1.0,0.0,1.0
210,1.0,1.0,1.0,0.0,0.0
211,1.0,3.0,1.0,0.0,1.0
212,1.0,0.0,2.0,1.0,1.0
213,3.0,0.0,0.0,0.0,0.0
214,1.0,1.0,0.0,1.0,1.0
215,1.0,2.0,1.0,1.0,0.0
216,1.0,0.0,1.0,1.0,1.0
217,0.0,0.0,2.0,1.0,1.0
218,3.0,1.0,0.0,0.0,0.0
219,1.0,0.0,0.0,0.0,0.0
220,3.0,2.0,2.0,2.0,1.0
221,1.0,1.0,1.0,1.0,1.0
222,1.0,1.0,1.0,1.0,1.0
223,1.0,1.0,0.0,0.0,0.0
224,0.0,1.0,0.0,0.0,0.0
225,0.0,0.0,0.0,0.0,0.0
226,1.0,0.0,0.0,0.0,1.0
227,0.0,0.0,0.0,0.0,0.0
228,1.0,1.0,1.0,1.0,0.0
229,9.0,1.0,5.0,1.0,1.0
230,2.0,0.0,0.0,0.0,0.0
231,5.0,5.0,5.0,5.0,5.0
232,3.0,3.0,2.0,2.0,1.0
233,1.0,1.0,1.0,1.0,1.0
234,2.0,0.0,2.0,2.0,1.0
235,0.0,1.0,1.0,1.0,2.0
236,5.0,5.0,4.0,4.0,2.0
237,1.0,1.0,8.0,1.0,2.0
238,1.0,1.0,1.0,1.0,1.0
239,3.0,2.0,1.0,1.0,1.0
240,3.0,4.0,1.0,2.0,1.0
241,2.0,2.0,2.0,1.0,1.0
242,2.0,2.0,2.0,2.0,2.0
243,1.0,1.0,1.0,1.0,1.0
244,3.0,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0
246,1.0,2.0,0.0,0.0,1.0
247,2.0,1.0,1.0,1.0,0.0
248,1.0,1.0,3.0,3.0,1.0
249,1.0,1.0,0.0,0.0,0.0
250,2.0,1.0,1.0,0.0,0.0
251,1.0,1.0,0.0,0.0,1.0
252,0.0,1.0,1.0,1.0,0.0
253,1.0,1.0,1.0,1.0,0.0
254,3.0,1.0,0.0,0.0,0.0
255,1.0,1.0,2.0,1.0,2.0
256,1.0,1.0,2.0,1.0,1.0
257,2.0,1.0,1.0,1.0,1.0
258,1.0,1.0,1.0,1.0,1.0
259,1.0,2.0,1.0,1.0,0.0
260,0.0,0.0,0.0,0.0,0.0
261,1.0,2.0,1.0,0.0,1.0
262,4.0,4.0,4.0,3.0,3.0
263,0.0,0.0,0.0,0.0,0.0
264,1.0,6.0,1.0,1.0,5.0
265,2.0,1.0,0.0,0.0,0.0
266,1.0,1.0,0.0,0.0,0.0
267,2.0,1.0,1.0,1.0,1.0
268,0.0,1.0,0.0,1.0,0.0
269,0.0,0.0,0.0,0.0,0.0
270,3.0,2.0,1.0,0.0,0.0
271,2.0,2.0,2.0,2.0,1.0
272,0.0,0.0,0.0,1.0,0.0
273,1.0,0.0,0.0,0.0,0.0
274,0.0,0.0,1.0,0.0,0.0
275,0.0,0.0,0.0,0.0,0.0
276,0.0,1.0,0.0,0.0,0.0
277,1.0,1.0,1.0,0.0,0.0
278,3.0,1.0,1.0,1.0,1.0
279,3.0,1.0,0.0,0.0,1.0
280,3.0,1.0,1.0,1.0,1.0
281,5.0,1.0,5.0,5.0,0.0
282,1.0,0.0,0.0,0.0,0.0
283,3.0,3.0,3.0,0.0,0.0
284,0.0,0.0,0.0,0.0,0.0
285,0.0,3.0,0.0,0.0,0.0
286,4.0,2.0,0.0,0.0,1.0
287,3.0,2.0,2.0,2.0,2.0
288,0.0,0.0,0.0,0.0,0.0
289,1.0,2.0,1.0,1.0,2.0
290,3.0,1.0,4.0,3.0,1.0
291,1.0,1.0,1.0,1.0,0.0
292,3.0,3.0,3.0,2.0,2.0
293,10.0,0.0,1.0,1.0,0.0
294,0.0,0.0,1.0,1.0,0.0
295,6.0,3.0,3.0,2.0,2.0
296,0.0,1.0,0.0,0.0,0.0
297,2.0,3.0,1.0,1.0,1.0
298,2.0,2.0,2.0,1.0,1.0
299,2.0,1.0,2.0,2.0,1.0
300,1.0,0.0,0.0,0.0,0.0
301,1.0,0.0,0.0,0.0,0.0
302,0.0,2.0,1.0,1.0,1.0
303,4.0,3.0,2.0,2.0,2.0
304,2.0,1.0,1.0,1.0,1.0
305,2.0,3.0,2.0,1.0,1.0
306,0.0,2.0,1.0,2.0,0.0
307,2.0,3.0,3.0,2.0,1.0
308,0.0,0.0,1.0,1.0,1.0
309,1.0,0.0,0.0,0.0,0.0
310,1.0,1.0,4.0,2.0,1.0
311,1.0,0.0,0.0,0.0,0.0
312,2.0,2.0,5.0,1.0,1.0
313,1.0,2.0,2.0,2.0,1.0
314,2.0,2.0,0.0,0.0,1.0
315,1.0,2.0,1.0,0.0,0.0
316,0.0,0.0,0.0,0.0,0.0
317,1.0,0.0,1.0,0.0,0.0
318,0.0,0.0,0.0,0.0,0.0
319,1.0,0.0,0.0,0.0,0.0
320,0.0,0.0,1.0,0.0,0.0
321,1.0,0.0,0.0,0.0,1.0
322,1.0,1.0,1.0,2.0,2.0
323,2.0,2.0,2.0,3.0,2.0
324,4.0,2.0,1.0,2.0,2.0
325,1.0,1.0,0.0,1.0,0.0
326,2.0,3.0,3.0,3.0,3.0
327,0.0,0.0,0.0,0.0,1.0
328,2.0,2.0,1.0,0.0,1.0
329,0.0,0.0,0.0,0.0,0.0
330,3.0,0.0,0.0,0.0,0.0
331,9.0,1.0,0.0,0.0,0.0
332,1.0,1.0,2.0,1.0,2.0
333,1.0,1.0,0.0,0.0,0.0
334,2.0,1.0,0.0,2.0,1.0
335,0.0,0.0,1.0,3.0,1.0
336,3.0,1.0,1.0,1.0,1.0
337,0.0,0.0,0.0,0.0,0.0
338,0.0,1.0,0.0,0.0,0.0
339,2.0,2.0,1.0,1.0,1.0
340,3.0,3.0,2.0,2.0,2.0
341,1.0,1.0,1.0,1.0,1.0
342,0.0,0.0,0.0,0.0,0.0
343,1.0,1.0,1.0,1.0,1.0
344,0.0,2.0,1.0,1.0,1.0
345,0.0,1.0,0.0,1.0,0.0
346,5.0,2.0,0.0,1.0,1.0
347,2.0,2.0,0.0,0.0,0.0
348,1.0,3.0,1.0,0.0,1.0
349,2.0,1.0,1.0,1.0,2.0
350,4.0,2.0,1.0,2.0,2.0
351,1.0,1.0,1.0,1.0,0.0
352,2.0,0.0,0.0,0.0,1.0
353,1.0,1.0,1.0,1.0,1.0
354,6.0,2.0,2.0,3.0,2.0
355,0.0,0.0,0.0,0.0,0.0
356,0.0,0.0,0.0,0.0,0.0
357,2.0,0.0,0.0,0.0,0.0
358,2.0,2.0,2.0,2.0,1.0
359,3.0,3.0,3.0,0.0,1.0
360,2.0,3.0,1.0,1.0,1.0
361,1.0,0.0,1.0,1.0,1.0
362,0.0,0.0,0.0,0.0,0.0
363,0.0,0.0,0.0,0.0,0.0
364,3.0,0.0,1.0,1.0,1.0
365,0.0,1.0,0.0,0.0,0.0
366,1.0,1.0,1.0,0.0,0.0
367,1.0,0.0,0.0,0.0,0.0
368,2.0,1.0,1.0,1.0,1.0
369,1.0,1.0,1.0,0.0,0.0
370,1.0,1.0,1.0,1.0,1.0
371,1.0,3.0,1.0,1.0,0.0
372,0.0,0.0,0.0,0.0,0.0
373,5.0,4.0,1.0,3.0,1.0
374,0.0,0.0,1.0,2.0,2.0
375,2.0,1.0,0.0,0.0,1.0
376,0.0,0.0,0.0,0.0,0.0
377,1.0,1.0,0.0,0.0,0.0
378,1.0,0.0,0.0,0.0,0.0
379,0.0,0.0,4.0,0.0,2.0
380,1.0,1.0,0.0,0.0,0.0
381,3.0,0.0,0.0,1.0,0.0
382,3.0,2.0,0.0,0.0,0.0
383,0.0,0.0,0.0,0.0,0.0
384,2.0,1.0,0.0,0.0,0.0
385,6.0,2.0,1.0,0.0,1.0
386,7.0,1.0,2.0,1.0,1.0
387,2.0,0.0,1.0,0.0,0.0
388,3.0,3.0,0.0,0.0,0.0
389,0.0,1.0,1.0,1.0,1.0
390,1.0,0.0,0.0,0.0,0.0
391,2.0,2.0,2.0,1.0,1.0
392,2.0,0.0,1.0,0.0,0.0
393,1.0,2.0,0.0,1.0,2.0
394,4.0,10.0,2.0,2.0,1.0
395,1.0,1.0,1.0,1.0,0.0
396,0.0,2.0,1.0,0.0,0.0
397,0.0,0.0,0.0,0.0,0.0
398,1.0,0.0,2.0,0.0,0.0
399,2.0,0.0,0.0,0.0,0.0
400,9.0,4.0,3.0,3.0,3.0
401,1.0,1.0,1.0,0.0,0.0
402,1.0,1.0,1.0,1.0,1.0
403,5.0,1.0,0.0,0.0,1.0
404,0.0,0.0,1.0,1.0,1.0
405,1.0,0.0,1.0,0.0,0.0
406,1.0,1.0,1.0,1.0,0.0
407,1.0,0.0,0.0,0.0,0.0
408,2.0,2.0,1.0,1.0,1.0
409,4.0,0.0,0.0,0.0,0.0
410,0.0,2.0,1.0,0.0,1.0
411,2.0,1.0,0.0,0.0,1.0
412,9.0,2.0,2.0,2.0,2.0
413,2.0,3.0,0.0,1.0,2.0
414,2.0,1.0,2.0,3.0,2.0
415,0.0,0.0,0.0,0.0,0.0
416,2.0,3.0,2.0,2.0,2.0
417,0.0,0.0,0.0,0.0,0.0
418,1.0,1.0,1.0,2.0,1.0
419,2.0,0.0,0.0,0.0,0.0
420,7.0,1.0,0.0,1.0,1.0
421,2.0,1.0,1.0,0.0,0.0
422,0.0,0.0,0.0,0.0,0.0
423,2.0,1.0,1.0,1.0,2.0
424,2.0,1.0,1.0,1.0,1.0
425,2.0,1.0,2.0,2.0,2.0
426,1.0,1.0,0.0,0.0,1.0
427,3.0,2.0,2.0,2.0,0.0
428,2.0,1.0,2.0,0.0,1.0
429,2.0,2.0,1.0,1.0,2.0
430,0.0,2.0,0.0,0.0,1.0
431,0.0,0.0,0.0,0.0,0.0
432,0.0,0.0,0.0,0.0,0.0
433,1.0,1.0,0.0,0.0,1.0
434,0.0,0.0,0.0,0.0,0.0
435,1.0,2.0,2.0,0.0,1.0
436,0.0,1.0,0.0,0.0,0.0
437,0.0,1.0,0.0,0.0,0.0
438,1.0,1.0,2.0,2.0,1.0
439,0.0,0.0,0.0,0.0,0.0
440,0.0,1.0,0.0,0.0,1.0
441,1.0,1.0,0.0,0.0,0.0
442,6.0,2.0,1.0,1.0,0.0
443,2.0,2.0,1.0,0.0,0.0
444,0.0,0.0,0.0,0.0,0.0
445,2.0,2.0,2.0,2.0,1.0
446,1.0,1.0,0.0,0.0,1.0
447,4.0,1.0,0.0,0.0,3.0
448,0.0,0.0,0.0,0.0,0.0
449,2.0,3.0,1.0,1.0,0.0
450,0.0,1.0,0.0,0.0,0.0
451,2.0,2.0,2.0,2.0,2.0
452,3.0,3.0,2.0,1.0,1.0
453,1.0,2.0,1.0,1.0,1.0
454,2.0,2.0,2.0,1.0,2.0
455,1.0,0.0,0.0,0.0,0.0
456,1.0,0.0,0.0,0.0,0.0
457,1.0,1.0,1.0,1.0,1.0
458,1.0,2.0,3.0,2.0,1.0
459,1.0,2.0,0.0,0.0,0.0
460,2.0,2.0,1.0,0.0,1.0
461,0.0,0.0,0.0,0.0,0.0
462,2.0,1.0,0.0,0.0,0.0
463,2.0,0.0,0.0,0.0,0.0
464,1.0,0.0,1.0,1.0,1.0
465,7.0,7.0,2.0,0.0,0.0
466,1.0,2.0,0.0,1.0,0.0
467,2.0,1.0,0.0,1.0,0.0
468,0.0,0.0,0.0,1.0,1.0
469,10.0,6.0,9.0,6.0,5.0
470,1.0,1.0,1.0,1.0,1.0
471,2.0,1.0,1.0,1.0,1.0
472,1.0,2.0,0.0,1.0,0.0
473,2.0,0.0,0.0,0.0,0.0
474,2.0,1.0,1.0,0.0,0.0
475,1.0,1.0,0.0,0.0,0.0
476,2.0,1.0,2.0,0.0,0.0
477,0.0,0.0,0.0,0.0,0.0
478,0.0,0.0,0.0,0.0,0.0
479,1.0,0.0,0.0,0.0,0.0
480,0.0,1.0,0.0,1.0,0.0
481,2.0,1.0,0.0,0.0,0.0
482,6.0,10.0,10.0,0.0,0.0
483,1.0,2.0,1.0,1.0,1.0
484,1.0,0.0,0.0,0.0,2.0
485,4.0,2.0,1.0,5.0,2.0
486,1.0,1.0,0.0,0.0,0.0
487,1.0,0.0,0.0,2.0,1.0
488,4.0,2.0,4.0,4.0,4.0
489,2.0,1.0,1.0,1.0,1.0
490,0.0,0.0,0.0,0.0,0.0
491,2.0,1.0,1.0,2.0,1.0
492,2.0,0.0,1.0,1.0,0.0
493,1.0,0.0,0.0,0.0,0.0
494,1.0,1.0,1.0,1.0,1.0
495,1.0,1.0,1.0,0.0,1.0
496,1.0,1.0,0.0,0.0,0.0
497,1.0,1.0,1.0,0.0,0.0
498,1.0,1.0,0.0,0.0,0.0
499,2.0,1.0,0.0,0.0,0.0
500,5.0,1.0,0.0,0.0,0.0
501,3.0,1.0,4.0,3.0,1.0
502,0.0,0.0,0.0,1.0,0.0
503,1.0,0.0,0.0,0.0,0.0
504,2.0,1.0,0.0,0.0,0.0
505,0.0,2.0,0.0,0.0,0.0
506,0.0,0.0,0.0,0.0,1.0
507,0.0,0.0,0.0,1.0,0.0
508,1.0,1.0,1.0,0.0,0.0
509,1.0,1.0,0.0,0.0,0.0
510,1.0,0.0,2.0,1.0,1.0
511,2.0,5.0,2.0,2.0,2.0
512,0.0,0.0,0.0,0.0,0.0
513,5.0,0.0,0.0,0.0,0.0
514,1.0,9.0,1.0,1.0,0.0
515,1.0,2.0,1.0,1.0,0.0
516,1.0,1.0,1.0,1.0,1.0
517,1.0,1.0,0.0,1.0,0.0
518,2.0,2.0,1.0,1.0,1.0
519,1.0,1.0,0.0,0.0,0.0
520,0.0,0.0,2.0,2.0,2.0
521,0.0,0.0,0.0,0.0,0.0
522,0.0,1.0,1.0,0.0,1.0
523,2.0,2.0,1.0,1.0,1.0
524,0.0,0.0,1.0,0.0,0.0
525,0.0,1.0,0.0,1.0,0.0
526,0.0,1.0,1.0,1.0,1.0
527,0.0,1.0,0.0,0.0,0.0
528,0.0,0.0,0.0,0.0,0.0
529,2.0,2.0,1.0,0.0,1.0
530,0.0,0.0,0.0,1.0,1.0
531,1.0,1.0,1.0,0.0,0.0
532,1.0,1.0,0.0,0.0,0.0
533,8.0,3.0,8.0,0.0,0.0
534,1.0,1.0,0.0,0.0,0.0
535,1.0,0.0,0.0,0.0,0.0
536,2.0,2.0,1.0,1.0,1.0
537,2.0,0.0,0.0,1.0,1.0
538,3.0,3.0,2.0,1.0,0.0
539,1.0,2.0,2.0,2.0,1.0
540,1.0,1.0,1.0,1.0,1.0
541,0.0,0.0,0.0,0.0,9.0
542,3.0,0.0,1.0,1.0,1.0
543,0.0,0.0,0.0,1.0,0.0
544,1.0,1.0,0.0,0.0,0.0
545,0.0,0.0,0.0,0.0,0.0
546,2.0,2.0,1.0,0.0,1.0
547,0.0,1.0,0.0,0.0,0.0
548,1.0,1.0,1.0,1.0,0.0
549,1.0,0.0,0.0,0.0,0.0
550,10.0,2.0,1.0,0.0,0.0
551,0.0,0.0,0.0,1.0,1.0
552,1.0,1.0,1.0,1.0,0.0
553,4.0,2.0,1.0,2.0,2.0
554,1.0,0.0,1.0,0.0,0.0
555,4.0,3.0,3.0,2.0,3.0
556,0.0,0.0,0.0,0.0,0.0
557,1.0,1.0,0.0,1.0,1.0
558,3.0,3.0,1.0,1.0,1.0
559,1.0,0.0,0.0,0.0,0.0
560,1.0,1.0,1.0,0.0,0.0
561,1.0,0.0,0.0,0.0,0.0
562,2.0,4.0,0.0,1.0,1.0
563,1.0,1.0,1.0,1.0,0.0
564,2.0,2.0,1.0,1.0,2.0
565,0.0,0.0,1.0,1.0,0.0
566,1.0,0.0,0.0,0.0,0.0
567,1.0,1.0,1.0,1.0,1.0
568,1.0,0.0,2.0,1.0,0.0
569,2.0,1.0,0.0,0.0,0.0
570,2.0,0.0,2.0,1.0,1.0
571,0.0,0.0,0.0,0.0,0.0
572,4.0,2.0,0.0,1.0,1.0
573,4.0,2.0,1.0,1.0,1.0
574,1.0,3.0,0.0,1.0,1.0
575,4.0,3.0,3.0,1.0,1.0
576,1.0,0.0,0.0,0.0,0.0
577,2.0,0.0,0.0,0.0,0.0
578,1.0,1.0,1.0,1.0,1.0
579,1.0,2.0,3.0,2.0,0.0
580,3.0,2.0,1.0,2.0,2.0
581,0.0,0.0,0.0,0.0,0.0
582,9.0,4.0,2.0,1.0,1.0
583,1.0,0.0,0.0,0.0,0.0
584,5.0,0.0,0.0,0.0,0.0
585,0.0,3.0,0.0,0.0,0.0
586,2.0,2.0,2.0,2.0,2.0
587,0.0,0.0,0.0,0.0,0.0
588,2.0,1.0,1.0,1.0,1.0
589,1.0,1.0,0.0,0.0,0.0
590,1.0,1.0,1.0,1.0,0.0
591,0.0,0.0,1.0,1.0,0.0
592,0.0,1.0,0.0,1.0,0.0
593,1.0,4.0,2.0,1.0,1.0
594,5.0,5.0,1.0,1.0,2.0
595,0.0,0.0,1.0,0.0,0.0
596,0.0,0.0,0.0,0.0,0.0
597,1.0,4.0,0.0,1.0,1.0
598,1.0,1.0,0.0,1.0,1.0
599,0.0,0.0,0.0,0.0,0.0
600,0.0,1.0,0.0,1.0,1.0
601,1.0,1.0,7.0,1.0,0.0
602,1.0,2.0,1.0,1.0,0.0
603,0.0,0.0,0.0,0.0,0.0
604,0.0,0.0,0.0,0.0,0.0
605,0.0,0.0,1.0,1.0,1.0
606,1.0,1.0,0.0,1.0,1.0
607,1.0,1.0,1.0,1.0,1.0
608,2.0,0.0,0.0,0.0,0.0
609,0.0,0.0,0.0,0.0,0.0
610,2.0,2.0,1.0,0.0,0.0
611,3.0,0.0,0.0,0.0,1.0
612,0.0,0.0,0.0,0.0,0.0
613,1.0,0.0,1.0,0.0,0.0
614,0.0,5.0,0.0,4.0,4.0
615,1.0,1.0,0.0,0.0,0.0
616,1.0,2.0,1.0,0.0,1.0
617,1.0,0.0,3.0,0.0,1.0
618,2.0,2.0,2.0,2.0,1.0
619,0.0,0.0,0.0,0.0,0.0
620,1.0,0.0,1.0,2.0,2.0
621,2.0,0.0,1.0,0.0,0.0
622,0.0,0.0,0.0,0.0,0.0
623,0.0,0.0,0.0,0.0,0.0
624,2.0,2.0,2.0,1.0,1.0
625,0.0,8.0,1.0,1.0,1.0
626,1.0,0.0,1.0,1.0,1.0
627,2.0,1.0,1.0,0.0,0.0
628,1.0,2.0,2.0,1.0,1.0
629,0.0,0.0,1.0,1.0,0.0
630,0.0,1.0,0.0,0.0,0.0
631,7.0,2.0,5.0,3.0,4.0
