,Voter Deletion,Minimal Flips,Ballot Completion,Minimal Swaps,Forbidden Triples
57,1.0,0.0,2.0,2.0,2.0
58,1.0,0.0,0.0,0.0,0.0
59,4.0,10.0,8.0,0.0,0.0
60,5.0,0.0,2.0,5.0,0.0
61,2.0,1.0,1.0,0.0,0.0
62,2.0,2.0,2.0,2.0,1.0
63,9.0,6.0,9.0,1.0,9.0
64,1.0,1.0,1.0,1.0,1.0
65,2.0,2.0,2.0,2.0,2.0
66,3.0,4.0,2.0,2.0,0.0
67,8.0,8.0,8.0,6.0,0.0
68,1.0,0.0,10.0,4.0,0.0
69,8.0,8.0,3.0,8.0,3.0
70,4.0,1.0,1.0,0.0,0.0
71,8.0,6.0,8.0,6.0,6.0
72,1.0,0.0,1.0,1.0,0.0
73,1.0,2.0,6.0,0.0,0.0
74,1.0,4.0,1.0,1.0,1.0
75,6.0,3.0,5.0,6.0,5.0
76,7.0,6.0,2.0,2.0,1.0
77,6.0,5.0,9.0,9.0,9.0
78,2.0,2.0,1.0,0.0,0.0
79,1.0,1.0,1.0,0.0,1.0
80,0.0,0.0,0.0,4.0,0.0
81,0.0,0.0,0.0,0.0,0.0
82,5.0,10.0,6.0,4.0,4.0
83,1.0,0.0,0.0,0.0,0.0
84,5.0,1.0,0.0,0.0,1.0
85,5.0,5.0,1.0,1.0,1.0
86,0.0,1.0,1.0,0.0,0.0
87,1.0,1.0,0.0,0.0,0.0
88,6.0,6.0,0.0,0.0,5.0
89,10.0,6.0,3.0,3.0,2.0
90,9.0,9.0,5.0,5.0,5.0
91,1.0,1.0,2.0,0.0,0.0
92,1.0,2.0,2.0,2.0,1.0
93,10.0,1.0,1.0,3.0,1.0
94,1.0,2.0,9.0,0.0,0.0
95,4.0,4.0,4.0,1.0,1.0
96,6.0,1.0,1.0,1.0,0.0
97,3.0,3.0,2.0,2.0,2.0
98,1.0,0.0,0.0,0.0,0.0
99,2.0,2.0,0.0,0.0,1.0
100,0.0,1.0,0.0,0.0,0.0
101,6.0,1.0,4.0,3.0,1.0
102,2.0,2.0,0.0,0.0,1.0
103,0.0,0.0,0.0,0.0,1.0
104,0.0,0.0,0.0,0.0,0.0
105,2.0,1.0,1.0,1.0,1.0
106,2.0,0.0,0.0,1.0,1.0
107,5.0,1.0,1.0,0.0,1.0
108,4.0,4.0,1.0,2.0,1.0
109,1.0,1.0,2.0,2.0,1.0
110,1.0,1.0,1.0,1.0,1.0
111,2.0,8.0,0.0,0.0,0.0
112,3.0,8.0,9.0,7.0,7.0
113,4.0,0.0,6.0,1.0,1.0
114,0.0,0.0,0.0,0.0,0.0
115,1.0,0.0,2.0,2.0,2.0
116,1.0,0.0,0.0,0.0,0.0
117,1.0,1.0,1.0,0.0,1.0
118,2.0,1.0,1.0,1.0,1.0
119,3.0,6.0,7.0,7.0,1.0
120,1.0,1.0,1.0,2.0,2.0
121,4.0,5.0,4.0,5.0,5.0
122,1.0,1.0,1.0,1.0,2.0
123,3.0,9.0,1.0,1.0,1.0
124,4.0,4.0,0.0,1.0,2.0
125,4.0,5.0,1.0,1.0,2.0
126,4.0,10.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0
128,3.0,4.0,4.0,1.0,1.0
129,2.0,0.0,0.0,0.0,0.0
130,0.0,0.0,1.0,1.0,1.0
131,2.0,2.0,2.0,1.0,6.0
132,0.0,4.0,0.0,1.0,1.0
133,0.0,0.0,0.0,0.0,0.0
134,7.0,1.0,0.0,1.0,1.0
135,0.0,0.0,1.0,1.0,1.0
136,2.0,2.0,1.0,1.0,1.0
137,1.0,0.0,0.0,1.0,0.0
138,2.0,1.0,0.0,0.0,0.0
139,6.0,5.0,6.0,2.0,1.0
140,2.0,0.0,9.0,0.0,0.0
141,3.0,1.0,1.0,1.0,1.0
142,1.0,1.0,1.0,1.0,1.0
143,1.0,1.0,1.0,0.0,0.0
144,5.0,6.0,1.0,1.0,1.0
145,4.0,2.0,5.0,1.0,1.0
146,0.0,1.0,1.0,0.0,0.0
147,9.0,0.0,9.0,0.0,1.0
148,9.0,6.0,3.0,0.0,0.0
149,8.0,9.0,8.0,8.0,10.0
150,1.0,1.0,0.0,1.0,0.0
151,1.0,1.0,1.0,1.0,1.0
152,2.0,1.0,0.0,0.0,0.0
153,0.0,1.0,0.0,0.0,0.0
154,1.0,0.0,1.0,1.0,0.0
155,10.0,5.0,5.0,5.0,5.0
156,0.0,0.0,9.0,0.0,1.0
157,2.0,5.0,4.0,3.0,2.0
158,4.0,3.0,10.0,8.0,9.0
159,0.0,0.0,0.0,0.0,0.0
160,2.0,0.0,0.0,0.0,0.0
161,5.0,5.0,3.0,3.0,5.0
162,5.0,5.0,0.0,0.0,0.0
163,1.0,0.0,0.0,0.0,0.0
164,4.0,4.0,5.0,5.0,5.0
165,4.0,4.0,4.0,4.0,0.0
166,5.0,6.0,6.0,6.0,6.0
167,2.0,5.0,2.0,2.0,2.0
168,1.0,10.0,2.0,2.0,1.0
169,6.0,2.0,8.0,1.0,1.0
170,3.0,2.0,3.0,3.0,2.0
171,0.0,10.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0,0.0
173,2.0,1.0,8.0,1.0,1.0
174,1.0,2.0,0.0,0.0,0.0
175,5.0,0.0,6.0,0.0,1.0
176,0.0,10.0,1.0,1.0,0.0
177,6.0,6.0,0.0,0.0,0.0
178,2.0,2.0,3.0,3.0,1.0
179,1.0,1.0,0.0,0.0,0.0
180,2.0,7.0,7.0,7.0,2.0
181,5.0,10.0,1.0,1.0,0.0
182,8.0,4.0,8.0,6.0,6.0
183,3.0,2.0,1.0,1.0,2.0
184,1.0,0.0,1.0,1.0,0.0
185,0.0,0.0,0.0,0.0,0.0
186,4.0,10.0,2.0,4.0,4.0
187,6.0,5.0,6.0,1.0,0.0
188,2.0,10.0,1.0,3.0,1.0
189,6.0,4.0,6.0,6.0,0.0
190,5.0,5.0,4.0,2.0,1.0
191,1.0,0.0,0.0,0.0,0.0
192,1.0,1.0,1.0,1.0,1.0
193,1.0,4.0,4.0,0.0,1.0
194,2.0,2.0,1.0,2.0,2.0
195,2.0,1.0,0.0,0.0,0.0
196,5.0,6.0,3.0,3.0,1.0
197,0.0,0.0,0.0,0.0,0.0
198,3.0,3.0,1.0,1.0,1.0
199,8.0,8.0,6.0,6.0,6.0
200,1.0,1.0,2.0,3.0,1.0
201,2.0,1.0,1.0,1.0,1.0
202,9.0,5.0,4.0,4.0,6.0
203,2.0,2.0,2.0,2.0,3.0
204,1.0,1.0,1.0,1.0,0.0
205,3.0,10.0,10.0,1.0,1.0
206,0.0,0.0,0.0,0.0,0.0
207,1.0,1.0,0.0,0.0,0.0
208,1.0,1.0,1.0,1.0,1.0
209,2.0,1.0,1.0,1.0,1.0
210,2.0,1.0,2.0,2.0,0.0
211,0.0,1.0,0.0,0.0,0.0
212,4.0,0.0,0.0,0.0,0.0
213,3.0,1.0,7.0,7.0,0.0
214,2.0,1.0,0.0,1.0,1.0
215,6.0,0.0,7.0,7.0,7.0
216,1.0,0.0,0.0,0.0,0.0
217,0.0,1.0,0.0,0.0,0.0
218,3.0,2.0,8.0,0.0,0.0
219,1.0,0.0,0.0,0.0,0.0
220,1.0,1.0,0.0,0.0,0.0
221,1.0,1.0,2.0,2.0,2.0
222,7.0,2.0,10.0,2.0,1.0
223,4.0,10.0,10.0,2.0,1.0
224,3.0,3.0,1.0,1.0,2.0
225,0.0,0.0,6.0,0.0,0.0
226,0.0,0.0,0.0,0.0,1.0
227,0.0,0.0,0.0,0.0,0.0
228,7.0,7.0,6.0,6.0,6.0
229,1.0,1.0,7.0,0.0,1.0
230,10.0,9.0,9.0,9.0,9.0
231,2.0,4.0,2.0,2.0,1.0
232,9.0,9.0,2.0,2.0,1.0
233,3.0,0.0,2.0,2.0,0.0
234,2.0,2.0,2.0,2.0,1.0
235,2.0,6.0,7.0,0.0,0.0
236,5.0,1.0,4.0,6.0,1.0
237,3.0,2.0,0.0,1.0,1.0
238,3.0,7.0,0.0,0.0,0.0
239,1.0,0.0,1.0,1.0,1.0
240,1.0,2.0,1.0,1.0,1.0
241,2.0,1.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0,0.0
243,3.0,8.0,4.0,4.0,0.0
244,0.0,0.0,0.0,0.0,0.0
245,2.0,0.0,1.0,1.0,0.0
246,3.0,6.0,7.0,0.0,0.0
247,0.0,0.0,0.0,0.0,0.0
248,2.0,2.0,2.0,2.0,2.0
249,4.0,1.0,0.0,0.0,0.0
250,1.0,1.0,0.0,2.0,0.0
251,1.0,5.0,5.0,5.0,5.0
252,8.0,1.0,0.0,1.0,1.0
253,0.0,0.0,0.0,1.0,1.0
254,1.0,0.0,0.0,0.0,0.0
255,9.0,8.0,10.0,3.0,0.0
256,0.0,0.0,2.0,0.0,0.0
257,0.0,0.0,0.0,0.0,0.0
258,2.0,1.0,1.0,0.0,0.0
259,2.0,1.0,1.0,1.0,0.0
260,2.0,2.0,1.0,1.0,1.0
261,4.0,10.0,3.0,3.0,3.0
262,2.0,8.0,8.0,2.0,8.0
263,3.0,2.0,1.0,1.0,1.0
264,3.0,1.0,1.0,1.0,1.0
265,0.0,0.0,0.0,0.0,0.0
266,1.0,1.0,7.0,1.0,1.0
267,1.0,0.0,0.0,0.0,0.0
268,3.0,2.0,2.0,2.0,2.0
269,0.0,0.0,0.0,1.0,1.0
270,0.0,4.0,4.0,4.0,0.0
271,1.0,0.0,0.0,0.0,0.0
272,7.0,4.0,3.0,3.0,1.0
273,3.0,1.0,0.0,1.0,0.0
274,2.0,0.0,0.0,0.0,0.0
275,8.0,3.0,1.0,0.0,2.0
276,1.0,1.0,2.0,2.0,2.0
277,7.0,3.0,2.0,2.0,1.0
278,0.0,0.0,0.0,0.0,0.0
279,3.0,2.0,7.0,3.0,2.0
280,9.0,1.0,1.0,1.0,1.0
281,5.0,0.0,0.0,0.0,0.0
282,8.0,10.0,0.0,0.0,0.0
283,1.0,1.0,0.0,0.0,0.0
284,3.0,0.0,9.0,0.0,0.0
285,3.0,2.0,2.0,2.0,0.0
286,1.0,1.0,1.0,1.0,1.0
287,3.0,4.0,2.0,2.0,1.0
288,3.0,0.0,0.0,0.0,0.0
289,8.0,8.0,8.0,5.0,0.0
290,3.0,2.0,3.0,2.0,1.0
291,1.0,8.0,3.0,2.0,0.0
292,5.0,5.0,5.0,5.0,5.0
293,1.0,1.0,2.0,2.0,1.0
294,3.0,3.0,1.0,1.0,1.0
295,7.0,2.0,1.0,1.0,1.0
296,7.0,6.0,3.0,2.0,2.0
297,2.0,1.0,1.0,1.0,1.0
298,2.0,2.0,1.0,1.0,1.0
299,0.0,0.0,0.0,0.0,1.0
300,4.0,6.0,7.0,7.0,8.0
301,3.0,1.0,2.0,2.0,3.0
302,5.0,1.0,1.0,1.0,1.0
303,1.0,1.0,0.0,0.0,0.0
304,10.0,10.0,10.0,10.0,2.0
305,1.0,5.0,9.0,6.0,0.0
306,3.0,2.0,1.0,1.0,1.0
307,3.0,2.0,3.0,0.0,1.0
308,1.0,1.0,2.0,2.0,0.0
309,5.0,5.0,1.0,1.0,2.0
310,7.0,7.0,8.0,4.0,3.0
311,4.0,1.0,4.0,4.0,3.0
312,0.0,0.0,0.0,0.0,0.0
313,0.0,0.0,0.0,0.0,0.0
314,1.0,2.0,0.0,0.0,0.0
315,10.0,10.0,2.0,2.0,0.0
316,7.0,5.0,7.0,7.0,6.0
317,1.0,1.0,1.0,1.0,1.0
318,4.0,4.0,4.0,5.0,3.0
319,0.0,0.0,0.0,1.0,0.0
320,7.0,8.0,1.0,0.0,0.0
321,2.0,5.0,1.0,1.0,1.0
322,2.0,1.0,0.0,0.0,0.0
323,5.0,1.0,1.0,1.0,1.0
324,0.0,1.0,0.0,0.0,0.0
325,6.0,6.0,0.0,0.0,0.0
326,5.0,10.0,0.0,0.0,1.0
327,1.0,1.0,1.0,1.0,0.0
328,0.0,2.0,2.0,2.0,2.0
329,6.0,4.0,6.0,4.0,2.0
330,7.0,7.0,7.0,7.0,1.0
331,6.0,0.0,1.0,1.0,0.0
332,1.0,1.0,1.0,1.0,1.0
333,4.0,10.0,0.0,3.0,3.0
334,0.0,0.0,3.0,0.0,1.0
335,5.0,5.0,6.0,5.0,5.0
336,6.0,1.0,1.0,0.0,0.0
337,0.0,2.0,1.0,1.0,0.0
338,2.0,1.0,1.0,1.0,0.0
339,2.0,1.0,0.0,1.0,1.0
340,6.0,10.0,3.0,3.0,2.0
341,1.0,0.0,0.0,2.0,0.0
342,0.0,5.0,9.0,5.0,0.0
343,2.0,2.0,1.0,1.0,1.0
344,5.0,1.0,4.0,0.0,1.0
345,4.0,0.0,0.0,0.0,0.0
346,0.0,0.0,0.0,0.0,0.0
347,2.0,1.0,2.0,1.0,1.0
348,0.0,0.0,0.0,0.0,0.0
349,1.0,0.0,0.0,0.0,0.0
350,2.0,0.0,0.0,0.0,0.0
351,3.0,3.0,3.0,3.0,3.0
352,5.0,8.0,7.0,7.0,7.0
353,5.0,0.0,0.0,1.0,0.0
354,2.0,6.0,2.0,2.0,2.0
355,4.0,0.0,1.0,1.0,1.0
356,2.0,2.0,1.0,1.0,1.0
357,3.0,3.0,3.0,2.0,2.0
358,3.0,1.0,0.0,0.0,0.0
359,2.0,2.0,2.0,2.0,1.0
360,0.0,1.0,0.0,0.0,0.0
361,1.0,2.0,10.0,1.0,0.0
362,0.0,0.0,0.0,0.0,0.0
363,4.0,2.0,0.0,0.0,0.0
364,0.0,0.0,0.0,0.0,1.0
365,6.0,6.0,1.0,0.0,1.0
366,4.0,1.0,3.0,3.0,1.0
367,1.0,1.0,1.0,1.0,1.0
368,1.0,1.0,0.0,0.0,1.0
369,3.0,1.0,1.0,1.0,1.0
370,7.0,5.0,1.0,2.0,2.0
371,1.0,5.0,1.0,1.0,0.0
372,5.0,1.0,5.0,3.0,0.0
373,1.0,1.0,0.0,0.0,1.0
374,10.0,4.0,0.0,0.0,0.0
375,5.0,1.0,0.0,1.0,0.0
376,3.0,3.0,0.0,1.0,0.0
377,2.0,0.0,0.0,1.0,1.0
378,1.0,2.0,9.0,2.0,1.0
379,2.0,6.0,1.0,0.0,0.0
380,5.0,6.0,0.0,1.0,5.0
381,3.0,1.0,6.0,6.0,4.0
382,1.0,0.0,1.0,1.0,0.0
383,3.0,1.0,1.0,0.0,1.0
384,0.0,1.0,0.0,0.0,0.0
385,3.0,1.0,1.0,1.0,1.0
386,0.0,0.0,0.0,0.0,0.0
387,3.0,3.0,1.0,3.0,0.0
388,4.0,4.0,4.0,4.0,4.0
389,7.0,7.0,7.0,7.0,7.0
390,1.0,0.0,1.0,1.0,1.0
391,2.0,2.0,2.0,2.0,0.0
392,4.0,8.0,1.0,0.0,1.0
393,5.0,1.0,1.0,1.0,1.0
394,3.0,6.0,0.0,2.0,0.0
395,5.0,4.0,1.0,0.0,0.0
396,1.0,1.0,1.0,1.0,1.0
397,6.0,6.0,5.0,5.0,5.0
398,1.0,1.0,1.0,1.0,1.0
399,5.0,0.0,5.0,2.0,1.0
400,6.0,0.0,3.0,3.0,0.0
401,1.0,1.0,5.0,2.0,1.0
402,0.0,0.0,6.0,0.0,0.0
403,7.0,3.0,2.0,2.0,1.0
404,1.0,1.0,1.0,2.0,1.0
405,2.0,2.0,1.0,1.0,0.0
406,3.0,5.0,0.0,3.0,1.0
407,1.0,4.0,5.0,1.0,0.0
408,5.0,0.0,0.0,0.0,0.0
409,3.0,2.0,3.0,3.0,0.0
410,2.0,3.0,0.0,0.0,0.0
411,0.0,2.0,7.0,3.0,0.0
412,4.0,4.0,10.0,4.0,1.0
413,3.0,3.0,3.0,3.0,4.0
414,2.0,1.0,0.0,0.0,0.0
415,10.0,0.0,10.0,0.0,0.0
416,5.0,5.0,1.0,1.0,0.0
417,0.0,1.0,1.0,1.0,0.0
418,0.0,0.0,0.0,0.0,0.0
419,10.0,4.0,8.0,8.0,7.0
420,8.0,1.0,8.0,1.0,1.0
421,1.0,1.0,1.0,1.0,0.0
422,0.0,0.0,0.0,0.0,0.0
423,0.0,0.0,0.0,0.0,0.0
424,3.0,1.0,1.0,1.0,2.0
425,6.0,1.0,2.0,2.0,1.0
426,0.0,2.0,1.0,1.0,0.0
427,9.0,1.0,1.0,1.0,0.0
428,2.0,0.0,1.0,1.0,0.0
429,0.0,0.0,0.0,0.0,0.0
430,5.0,6.0,0.0,0.0,0.0
431,4.0,2.0,1.0,3.0,1.0
432,1.0,8.0,5.0,0.0,0.0
433,2.0,0.0,0.0,0.0,0.0
434,5.0,1.0,0.0,0.0,1.0
435,0.0,0.0,0.0,0.0,1.0
436,3.0,3.0,7.0,3.0,0.0
437,2.0,2.0,1.0,1.0,1.0
438,2.0,1.0,2.0,2.0,1.0
439,3.0,3.0,3.0,3.0,3.0
440,2.0,2.0,1.0,2.0,1.0
441,7.0,7.0,4.0,3.0,6.0
442,8.0,10.0,6.0,6.0,6.0
443,0.0,1.0,1.0,2.0,2.0
444,10.0,1.0,1.0,0.0,1.0
445,1.0,0.0,1.0,1.0,1.0
446,6.0,6.0,5.0,4.0,4.0
447,1.0,1.0,0.0,1.0,1.0
448,1.0,1.0,1.0,1.0,0.0
449,1.0,1.0,0.0,0.0,0.0
450,3.0,3.0,1.0,1.0,2.0
451,2.0,2.0,0.0,0.0,1.0
452,0.0,0.0,0.0,0.0,0.0
453,2.0,3.0,1.0,2.0,2.0
454,3.0,5.0,1.0,1.0,1.0
455,6.0,6.0,6.0,6.0,6.0
456,10.0,3.0,9.0,0.0,0.0
457,1.0,1.0,1.0,1.0,1.0
458,0.0,0.0,0.0,0.0,0.0
459,7.0,7.0,5.0,5.0,5.0
460,6.0,1.0,2.0,0.0,2.0
461,7.0,6.0,1.0,0.0,1.0
462,2.0,0.0,0.0,0.0,0.0
463,8.0,8.0,8.0,7.0,0.0
464,1.0,3.0,0.0,0.0,1.0
465,2.0,0.0,0.0,0.0,0.0
466,3.0,7.0,1.0,1.0,0.0
467,1.0,1.0,1.0,0.0,1.0
468,5.0,3.0,3.0,3.0,2.0
469,1.0,1.0,1.0,1.0,2.0
470,0.0,1.0,0.0,0.0,1.0
471,1.0,0.0,0.0,0.0,0.0
472,2.0,1.0,0.0,0.0,0.0
473,8.0,5.0,0.0,0.0,0.0
474,1.0,1.0,0.0,0.0,0.0
475,1.0,1.0,1.0,1.0,1.0
476,3.0,0.0,0.0,2.0,0.0
477,5.0,0.0,0.0,0.0,1.0
478,2.0,0.0,0.0,1.0,0.0
479,2.0,0.0,0.0,0.0,1.0
480,1.0,1.0,0.0,0.0,0.0
481,0.0,0.0,1.0,1.0,1.0
482,2.0,2.0,2.0,2.0,1.0
483,3.0,3.0,2.0,2.0,1.0
484,4.0,2.0,0.0,0.0,0.0
485,1.0,4.0,0.0,0.0,0.0
486,0.0,6.0,7.0,7.0,6.0
487,0.0,1.0,0.0,0.0,0.0
488,1.0,1.0,0.0,0.0,0.0
489,2.0,2.0,4.0,2.0,2.0
490,3.0,8.0,0.0,1.0,1.0
491,9.0,9.0,2.0,3.0,3.0
492,7.0,7.0,7.0,0.0,0.0
493,8.0,1.0,0.0,0.0,0.0
494,5.0,0.0,3.0,0.0,0.0
495,8.0,0.0,1.0,1.0,0.0
496,1.0,1.0,1.0,0.0,0.0
497,2.0,2.0,0.0,0.0,0.0
498,1.0,10.0,0.0,1.0,1.0
499,6.0,6.0,6.0,1.0,6.0
500,0.0,3.0,2.0,2.0,2.0
501,1.0,10.0,1.0,1.0,0.0
502,1.0,0.0,0.0,0.0,0.0
503,9.0,5.0,4.0,4.0,4.0
504,1.0,1.0,0.0,0.0,1.0
505,2.0,1.0,2.0,1.0,1.0
506,9.0,6.0,4.0,4.0,0.0
507,2.0,2.0,1.0,0.0,0.0
508,0.0,0.0,0.0,0.0,0.0
509,6.0,1.0,0.0,0.0,0.0
510,0.0,1.0,1.0,1.0,1.0
511,5.0,4.0,9.0,4.0,4.0
512,1.0,1.0,1.0,1.0,1.0
513,1.0,1.0,1.0,0.0,0.0
514,0.0,0.0,0.0,0.0,0.0
515,10.0,3.0,0.0,0.0,0.0
516,0.0,0.0,0.0,0.0,0.0
517,1.0,0.0,0.0,0.0,0.0
518,0.0,1.0,1.0,1.0,1.0
519,2.0,3.0,0.0,0.0,0.0
520,3.0,4.0,4.0,4.0,4.0
521,1.0,1.0,1.0,0.0,0.0
522,5.0,1.0,2.0,0.0,0.0
523,2.0,8.0,1.0,1.0,1.0
524,9.0,9.0,9.0,9.0,1.0
525,5.0,1.0,1.0,1.0,1.0
526,2.0,5.0,2.0,2.0,1.0
527,4.0,1.0,3.0,3.0,0.0
528,0.0,0.0,0.0,0.0,0.0
529,1.0,1.0,2.0,2.0,2.0
530,1.0,0.0,1.0,1.0,0.0
531,0.0,0.0,0.0,0.0,0.0
532,2.0,2.0,2.0,2.0,2.0
533,0.0,0.0,1.0,1.0,0.0
534,4.0,9.0,1.0,0.0,0.0
535,1.0,1.0,7.0,7.0,0.0
536,0.0,0.0,0.0,0.0,0.0
537,4.0,2.0,9.0,2.0,1.0
538,1.0,2.0,1.0,1.0,0.0
539,0.0,0.0,8.0,0.0,0.0
540,1.0,1.0,1.0,1.0,0.0
541,1.0,1.0,9.0,0.0,0.0
542,1.0,1.0,1.0,1.0,0.0
543,2.0,1.0,1.0,1.0,2.0
544,8.0,7.0,8.0,7.0,6.0
545,8.0,3.0,8.0,8.0,8.0
546,3.0,2.0,1.0,1.0,1.0
547,4.0,2.0,1.0,1.0,1.0
548,1.0,0.0,0.0,0.0,0.0
549,2.0,1.0,0.0,0.0,0.0
550,0.0,0.0,0.0,0.0,0.0
551,2.0,1.0,6.0,6.0,0.0
552,6.0,6.0,5.0,5.0,5.0
553,0.0,1.0,3.0,3.0,2.0
554,2.0,2.0,1.0,0.0,1.0
555,7.0,1.0,10.0,1.0,1.0
556,3.0,2.0,0.0,1.0,1.0
557,3.0,7.0,0.0,0.0,0.0
558,0.0,0.0,0.0,0.0,0.0
559,7.0,2.0,8.0,1.0,0.0
560,8.0,8.0,0.0,0.0,0.0
561,1.0,1.0,1.0,1.0,1.0
562,2.0,4.0,1.0,1.0,5.0
563,1.0,1.0,1.0,1.0,1.0
564,1.0,0.0,0.0,0.0,0.0
565,2.0,1.0,1.0,0.0,0.0
566,1.0,1.0,0.0,0.0,0.0
567,0.0,1.0,1.0,1.0,2.0
568,2.0,2.0,2.0,2.0,2.0
569,7.0,2.0,7.0,2.0,1.0
570,3.0,4.0,2.0,3.0,3.0
571,1.0,0.0,0.0,0.0,0.0
572,5.0,1.0,1.0,1.0,0.0
573,0.0,0.0,0.0,0.0,0.0
574,10.0,2.0,1.0,1.0,0.0
575,1.0,1.0,1.0,1.0,1.0
576,4.0,5.0,0.0,0.0,1.0
577,0.0,0.0,0.0,0.0,0.0
578,3.0,2.0,2.0,2.0,2.0
579,1.0,1.0,9.0,0.0,0.0
580,5.0,5.0,1.0,1.0,1.0
581,1.0,1.0,1.0,1.0,0.0
582,1.0,1.0,2.0,2.0,0.0
583,3.0,7.0,1.0,1.0,1.0
584,7.0,7.0,8.0,8.0,6.0
585,1.0,1.0,1.0,1.0,1.0
586,4.0,0.0,2.0,1.0,0.0
587,1.0,0.0,1.0,1.0,1.0
588,0.0,1.0,0.0,0.0,0.0
589,2.0,9.0,10.0,2.0,0.0
590,0.0,0.0,3.0,3.0,0.0
591,2.0,1.0,0.0,0.0,1.0
592,1.0,1.0,0.0,1.0,0.0
593,0.0,1.0,3.0,3.0,2.0
594,5.0,7.0,1.0,1.0,1.0
595,10.0,1.0,2.0,2.0,1.0
596,5.0,7.0,1.0,5.0,1.0
597,0.0,0.0,0.0,0.0,1.0
598,1.0,1.0,0.0,0.0,1.0
599,2.0,2.0,3.0,2.0,3.0
600,1.0,1.0,0.0,0.0,1.0
601,7.0,2.0,1.0,0.0,0.0
602,1.0,2.0,0.0,0.0,2.0
603,2.0,1.0,1.0,1.0,2.0
604,9.0,9.0,9.0,1.0,1.0
605,0.0,0.0,0.0,0.0,0.0
606,7.0,10.0,10.0,10.0,10.0
607,3.0,2.0,0.0,1.0,0.0
608,1.0,2.0,0.0,0.0,0.0
609,1.0,1.0,1.0,0.0,0.0
610,9.0,9.0,10.0,8.0,9.0
611,0.0,0.0,0.0,0.0,0.0
612,2.0,1.0,1.0,1.0,1.0
613,1.0,0.0,1.0,0.0,2.0
614,1.0,0.0,0.0,0.0,0.0
615,1.0,1.0,0.0,1.0,5.0
616,10.0,4.0,8.0,4.0,0.0
617,2.0,2.0,0.0,1.0,0.0
618,1.0,1.0,2.0,2.0,1.0
619,1.0,1.0,1.0,1.0,1.0
620,1.0,1.0,0.0,0.0,1.0
621,4.0,0.0,5.0,4.0,0.0
622,3.0,3.0,5.0,2.0,2.0
623,2.0,2.0,2.0,2.0,1.0
624,1.0,5.0,1.0,1.0,0.0
625,5.0,0.0,0.0,0.0,0.0
626,10.0,0.0,0.0,0.0,1.0
627,1.0,0.0,9.0,0.0,0.0
628,1.0,1.0,2.0,2.0,2.0
629,3.0,1.0,0.0,0.0,0.0
630,4.0,2.0,2.0,3.0,3.0
631,0.0,0.0,0.0,0.0,0.0
